area_code,area,com_code,item,subcom_code,subitem,source_code,source,unit,cf,cf_type,description,literature
212,Syrian Arab Republic,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
213,Turkmenistan,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
214,"China, Taiwan Province of",c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
215,United Republic of Tanzania,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
216,Thailand,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
217,Togo,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
219,Tonga,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
220,Trinidad and Tobago,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
221,Oman,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
222,Tunisia,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
223,Turkey,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
224,Turks and Caicos Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
225,United Arab Emirates,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
226,Uganda,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
229,United Kingdom,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
230,Ukraine,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
231,United States of America,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
233,Burkina Faso,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
234,Uruguay,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
235,Uzbekistan,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
236,Venezuela (Bolivarian Republic of),c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
237,Viet Nam,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
238,Ethiopia,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
239,British Virgin Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
244,Samoa,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
249,Yemen,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
250,Democratic Republic of the Congo,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
251,Zambia,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
255,Belgium,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
256,Luxembourg,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
270,Mayotte,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
272,Serbia,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
273,Montenegro,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
276,Sudan,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
277,South Sudan,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
5,American Samoa,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
8,Antigua and Barbuda,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
17,Bermuda,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
24,British Indian Ocean Territory,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
36,Cayman Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
43,Cocos (Keeling) Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
71,French Southern and Antarctic Territories,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
85,Greenland,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
86,Grenada,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
88,Guam,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
94,Holy See,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
127,Marshall Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
142,Montserrat,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
148,Nauru,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
163,Northern Mariana Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
164,Pacific Islands Trust Territory,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
172,Pitcairn Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
180,Palau,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
187,"Saint Helena, Ascension and Tristan da Cunha",c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
188,Saint Kitts and Nevis,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
192,San Marino,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
205,Western Sahara,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
218,Tokelau,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
227,Tuvalu,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
228,USSR,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
242,Wake Island,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
243,Wallis and Futuna Islands,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
248,Yugoslav SFR,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
258,Anguilla,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
279,Curaçao,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
281,Saint-Martin (French Part),c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
299,Palestine,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
252,Unspecified Area,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
254,Others (adjustment),c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
999,RoW,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
,ASI,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,4.7,cf_use,"","FAO, ITTO and United Nations (2020)"
,EUR,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,4.31,cf_use,"","FAO, ITTO and United Nations (2020)"
,AFR,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
,LAM,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
,OCE,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
,NAM,c14,Paper and paperboard,c14_3a,"Other paper and paperboard, household and sanitary paper",,,m3sw/tonne,,cf_use,"",
1,Armenia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
2,Afghanistan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
3,Albania,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
4,Algeria,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
6,Andorra,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
7,Angola,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
9,Argentina,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
10,Australia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
11,Austria,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
12,Bahamas,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
13,Bahrain,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
14,Barbados,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
15,Belgium-Luxembourg,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
16,Bangladesh,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
18,Bhutan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
19,Bolivia (Plurinational State of),c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
20,Botswana,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
21,Brazil,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
22,Aruba,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
23,Belize,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
25,Solomon Islands,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
26,Brunei Darussalam,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
27,Bulgaria,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
28,Myanmar,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
29,Burundi,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
32,Cameroon,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
33,Canada,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
35,Cabo Verde,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
37,Central African Republic,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
38,Sri Lanka,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
39,Chad,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
40,Chile,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
41,"China, mainland",c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,3.5,cf_use,"","FAO, ITTO and United Nations (2020)"
42,Christmas Island,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
44,Colombia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
45,Comoros,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
46,Congo,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
47,Cook Islands,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
48,Costa Rica,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
49,Cuba,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
50,Cyprus,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
51,Czechoslovakia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
52,Azerbaijan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
53,Benin,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
54,Denmark,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
55,Dominica,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
56,Dominican Republic,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
57,Belarus,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
58,Ecuador,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
59,Egypt,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
60,El Salvador,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
61,Equatorial Guinea,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
63,Estonia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
64,Faroe Islands,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
65,Falkland Islands (Malvinas),c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
66,Fiji,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
67,Finland,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
68,France,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
69,French Guyana,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
70,French Polynesia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
72,Djibouti,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
73,Georgia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
74,Gabon,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
75,Gambia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
79,Germany,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
80,Bosnia and Herzegovina,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
81,Ghana,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
82,Gibraltar,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
83,Kiribati,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
84,Greece,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
87,Guadeloupe,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
89,Guatemala,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
90,Guinea,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
91,Guyana,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
93,Haiti,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
95,Honduras,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
96,"China, Hong Kong SAR",c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
97,Hungary,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
98,Croatia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
99,Iceland,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
100,India,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
101,Indonesia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,3.25,cf_use,"","FAO, ITTO and United Nations (2020)"
102,Iran (Islamic Republic of),c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
103,Iraq,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
104,Ireland,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
105,Israel,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
106,Italy,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
107,Cote d'Ivoire,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
108,Kazakhstan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
109,Jamaica,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
110,Japan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
112,Jordan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
113,Kyrgyzstan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
114,Kenya,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
115,Cambodia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
116,Democratic People's Republic of Korea,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
117,Republic of Korea,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
118,Kuwait,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
119,Latvia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
120,Lao People's Democratic Republic,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
121,Lebanon,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
122,Lesotho,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
123,Liberia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
124,Libya,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
125,Liechtenstein,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
126,Lithuania,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
128,"China, Macao SAR",c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
129,Madagascar,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
130,Malawi,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
131,Malaysia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
132,Maldives,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
133,Mali,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
134,Malta,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
135,Martinique,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
136,Mauritania,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
137,Mauritius,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
138,Mexico,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
141,Mongolia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
143,Morocco,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
144,Mozambique,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
145,Micronesia (Federated States of),c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
146,Republic of Moldova,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
147,Namibia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
149,Nepal,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
150,Netherlands,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,3.25,cf_use,"","FAO, ITTO and United Nations (2020)"
151,Netherlands Antilles,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
153,New Caledonia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
154,North Macedonia,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
155,Vanuatu,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
156,New Zealand,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
157,Nicaragua,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
158,Niger,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
159,Nigeria,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
160,Niue,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
161,Norfolk Island,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
162,Norway,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
165,Pakistan,c14,Paper and paperboard,c14_3b,"Other paper and paperboard, packaging materials",,,m3sw/tonne,,cf_use,"",
