code;name;proc_code;process;com_code;item_name;conversion_factor
157;Nicaragua;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
158;Niger;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
159;Nigeria;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;21
160;Niue;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
161;Norfolk Island;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
162;Norway;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;34
165;Pakistan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
166;Panama;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
167;Czechia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
168;Papua New Guinea;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
169;Paraguay;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
170;Peru;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
171;Philippines;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
173;Poland;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;18
174;Portugal;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
175;Guinea-Bissau;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
176;Timor-Leste;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
178;Eritrea;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
179;Qatar;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
181;Zimbabwe;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
182;Reunion;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
183;Romania;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
184;Rwanda;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
185;Russian Federation;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
186;Serbia and Montenegro;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
189;Saint Lucia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
190;Saint Pierre and Miquelon;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
191;Saint Vincent and the Grenadines;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
193;Sao Tome and Principe;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
194;Saudi Arabia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
195;Senegal;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
196;Seychelles;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
197;Sierra Leone;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
198;Slovenia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
199;Slovakia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;17
200;Singapore;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
201;Somalia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
202;South Africa;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
203;Spain;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;27
207;Suriname;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
208;Tajikistan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
209;Eswatini;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
210;Sweden;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
211;Switzerland;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
212;Syrian Arab Republic;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
213;Turkmenistan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
214;China, Taiwan Province of;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
215;United Republic of Tanzania;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
216;Thailand;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
217;Togo;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
219;Tonga;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
220;Trinidad and Tobago;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
221;Oman;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
222;Tunisia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
223;Turkey;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
224;Turks and Caicos Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
225;United Arab Emirates;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
226;Uganda;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
229;United Kingdom;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
230;Ukraine;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;24
231;United States of America;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;30
233;Burkina Faso;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
234;Uruguay;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
235;Uzbekistan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
236;Venezuela (Bolivarian Republic of);p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
237;Viet Nam;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
238;Ethiopia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
239;British Virgin Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
244;Samoa;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
249;Yemen;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
250;Democratic Republic of the Congo;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
251;Zambia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
255;Belgium;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
256;Luxembourg;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
270;Mayotte;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
272;Serbia;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
273;Montenegro;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
276;Sudan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
277;South Sudan;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
5;American Samoa;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
8;Antigua and Barbuda;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
17;Bermuda;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
24;British Indian Ocean Territory;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
36;Cayman Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
43;Cocos (Keeling) Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
71;French Southern and Antarctic Territories;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
85;Greenland;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
86;Grenada;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
88;Guam;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
94;Holy See;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
127;Marshall Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
142;Montserrat;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
148;Nauru;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
163;Northern Mariana Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
164;Pacific Islands Trust Territory;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
172;Pitcairn Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
180;Palau;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
187;Saint Helena, Ascension and Tristan da Cunha;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
188;Saint Kitts and Nevis;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
192;San Marino;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
205;Western Sahara;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
218;Tokelau;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
227;Tuvalu;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
228;USSR;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
242;Wake Island;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
243;Wallis and Futuna Islands;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
248;Yugoslav SFR;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
258;Anguilla;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
279;Curaçao;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
281;Saint-Martin (French Part);p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
299;Palestine;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
252;Unspecified Area;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
254;Others (adjustment);p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
;ASI;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;24
;EUR;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;27
;AFR;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;21
;LAM;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;44
;OCE;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;
;NAM;p05;Sawnmill industry, non-coniferous all;c17;Wood chips and particles;31
1;Armenia;p06;Veneer production;c17;Wood chips and particles;
2;Afghanistan;p06;Veneer production;c17;Wood chips and particles;
3;Albania;p06;Veneer production;c17;Wood chips and particles;
4;Algeria;p06;Veneer production;c17;Wood chips and particles;
6;Andorra;p06;Veneer production;c17;Wood chips and particles;
7;Angola;p06;Veneer production;c17;Wood chips and particles;
9;Argentina;p06;Veneer production;c17;Wood chips and particles;
10;Australia;p06;Veneer production;c17;Wood chips and particles;
11;Austria;p06;Veneer production;c17;Wood chips and particles;
12;Bahamas;p06;Veneer production;c17;Wood chips and particles;
13;Bahrain;p06;Veneer production;c17;Wood chips and particles;
14;Barbados;p06;Veneer production;c17;Wood chips and particles;
15;Belgium-Luxembourg;p06;Veneer production;c17;Wood chips and particles;
16;Bangladesh;p06;Veneer production;c17;Wood chips and particles;
18;Bhutan;p06;Veneer production;c17;Wood chips and particles;
19;Bolivia (Plurinational State of);p06;Veneer production;c17;Wood chips and particles;
20;Botswana;p06;Veneer production;c17;Wood chips and particles;
21;Brazil;p06;Veneer production;c17;Wood chips and particles;
22;Aruba;p06;Veneer production;c17;Wood chips and particles;
23;Belize;p06;Veneer production;c17;Wood chips and particles;
25;Solomon Islands;p06;Veneer production;c17;Wood chips and particles;
26;Brunei Darussalam;p06;Veneer production;c17;Wood chips and particles;
27;Bulgaria;p06;Veneer production;c17;Wood chips and particles;
28;Myanmar;p06;Veneer production;c17;Wood chips and particles;
29;Burundi;p06;Veneer production;c17;Wood chips and particles;
32;Cameroon;p06;Veneer production;c17;Wood chips and particles;
33;Canada;p06;Veneer production;c17;Wood chips and particles;37
35;Cabo Verde;p06;Veneer production;c17;Wood chips and particles;
37;Central African Republic;p06;Veneer production;c17;Wood chips and particles;
38;Sri Lanka;p06;Veneer production;c17;Wood chips and particles;
39;Chad;p06;Veneer production;c17;Wood chips and particles;
40;Chile;p06;Veneer production;c17;Wood chips and particles;
41;China, mainland;p06;Veneer production;c17;Wood chips and particles;30
42;Christmas Island;p06;Veneer production;c17;Wood chips and particles;
44;Colombia;p06;Veneer production;c17;Wood chips and particles;
45;Comoros;p06;Veneer production;c17;Wood chips and particles;
46;Congo;p06;Veneer production;c17;Wood chips and particles;
47;Cook Islands;p06;Veneer production;c17;Wood chips and particles;
48;Costa Rica;p06;Veneer production;c17;Wood chips and particles;
49;Cuba;p06;Veneer production;c17;Wood chips and particles;
50;Cyprus;p06;Veneer production;c17;Wood chips and particles;
51;Czechoslovakia;p06;Veneer production;c17;Wood chips and particles;
52;Azerbaijan;p06;Veneer production;c17;Wood chips and particles;
53;Benin;p06;Veneer production;c17;Wood chips and particles;
54;Denmark;p06;Veneer production;c17;Wood chips and particles;
55;Dominica;p06;Veneer production;c17;Wood chips and particles;
56;Dominican Republic;p06;Veneer production;c17;Wood chips and particles;
57;Belarus;p06;Veneer production;c17;Wood chips and particles;
58;Ecuador;p06;Veneer production;c17;Wood chips and particles;
59;Egypt;p06;Veneer production;c17;Wood chips and particles;
60;El Salvador;p06;Veneer production;c17;Wood chips and particles;
61;Equatorial Guinea;p06;Veneer production;c17;Wood chips and particles;
63;Estonia;p06;Veneer production;c17;Wood chips and particles;
64;Faroe Islands;p06;Veneer production;c17;Wood chips and particles;
65;Falkland Islands (Malvinas);p06;Veneer production;c17;Wood chips and particles;
66;Fiji;p06;Veneer production;c17;Wood chips and particles;
67;Finland;p06;Veneer production;c17;Wood chips and particles;48,5
68;France;p06;Veneer production;c17;Wood chips and particles;
69;French Guyana;p06;Veneer production;c17;Wood chips and particles;
70;French Polynesia;p06;Veneer production;c17;Wood chips and particles;
72;Djibouti;p06;Veneer production;c17;Wood chips and particles;
73;Georgia;p06;Veneer production;c17;Wood chips and particles;
74;Gabon;p06;Veneer production;c17;Wood chips and particles;
75;Gambia;p06;Veneer production;c17;Wood chips and particles;
79;Germany;p06;Veneer production;c17;Wood chips and particles;
80;Bosnia and Herzegovina;p06;Veneer production;c17;Wood chips and particles;
81;Ghana;p06;Veneer production;c17;Wood chips and particles;
82;Gibraltar;p06;Veneer production;c17;Wood chips and particles;
83;Kiribati;p06;Veneer production;c17;Wood chips and particles;
84;Greece;p06;Veneer production;c17;Wood chips and particles;
87;Guadeloupe;p06;Veneer production;c17;Wood chips and particles;
89;Guatemala;p06;Veneer production;c17;Wood chips and particles;
90;Guinea;p06;Veneer production;c17;Wood chips and particles;
91;Guyana;p06;Veneer production;c17;Wood chips and particles;
93;Haiti;p06;Veneer production;c17;Wood chips and particles;
95;Honduras;p06;Veneer production;c17;Wood chips and particles;
96;China, Hong Kong SAR;p06;Veneer production;c17;Wood chips and particles;
97;Hungary;p06;Veneer production;c17;Wood chips and particles;
98;Croatia;p06;Veneer production;c17;Wood chips and particles;
99;Iceland;p06;Veneer production;c17;Wood chips and particles;
100;India;p06;Veneer production;c17;Wood chips and particles;
101;Indonesia;p06;Veneer production;c17;Wood chips and particles;
102;Iran (Islamic Republic of);p06;Veneer production;c17;Wood chips and particles;
103;Iraq;p06;Veneer production;c17;Wood chips and particles;
104;Ireland;p06;Veneer production;c17;Wood chips and particles;
105;Israel;p06;Veneer production;c17;Wood chips and particles;
106;Italy;p06;Veneer production;c17;Wood chips and particles;
107;Cote d'Ivoire;p06;Veneer production;c17;Wood chips and particles;
108;Kazakhstan;p06;Veneer production;c17;Wood chips and particles;
109;Jamaica;p06;Veneer production;c17;Wood chips and particles;
110;Japan;p06;Veneer production;c17;Wood chips and particles;
112;Jordan;p06;Veneer production;c17;Wood chips and particles;
113;Kyrgyzstan;p06;Veneer production;c17;Wood chips and particles;
114;Kenya;p06;Veneer production;c17;Wood chips and particles;
115;Cambodia;p06;Veneer production;c17;Wood chips and particles;
116;Democratic People's Republic of Korea;p06;Veneer production;c17;Wood chips and particles;
117;Republic of Korea;p06;Veneer production;c17;Wood chips and particles;
118;Kuwait;p06;Veneer production;c17;Wood chips and particles;
119;Latvia;p06;Veneer production;c17;Wood chips and particles;
120;Lao People's Democratic Republic;p06;Veneer production;c17;Wood chips and particles;
121;Lebanon;p06;Veneer production;c17;Wood chips and particles;
122;Lesotho;p06;Veneer production;c17;Wood chips and particles;
123;Liberia;p06;Veneer production;c17;Wood chips and particles;
124;Libya;p06;Veneer production;c17;Wood chips and particles;
125;Liechtenstein;p06;Veneer production;c17;Wood chips and particles;
126;Lithuania;p06;Veneer production;c17;Wood chips and particles;45
128;China, Macao SAR;p06;Veneer production;c17;Wood chips and particles;
129;Madagascar;p06;Veneer production;c17;Wood chips and particles;
130;Malawi;p06;Veneer production;c17;Wood chips and particles;
131;Malaysia;p06;Veneer production;c17;Wood chips and particles;38
132;Maldives;p06;Veneer production;c17;Wood chips and particles;
133;Mali;p06;Veneer production;c17;Wood chips and particles;
134;Malta;p06;Veneer production;c17;Wood chips and particles;
135;Martinique;p06;Veneer production;c17;Wood chips and particles;
136;Mauritania;p06;Veneer production;c17;Wood chips and particles;
137;Mauritius;p06;Veneer production;c17;Wood chips and particles;
138;Mexico;p06;Veneer production;c17;Wood chips and particles;38
141;Mongolia;p06;Veneer production;c17;Wood chips and particles;
143;Morocco;p06;Veneer production;c17;Wood chips and particles;
144;Mozambique;p06;Veneer production;c17;Wood chips and particles;
145;Micronesia (Federated States of);p06;Veneer production;c17;Wood chips and particles;
146;Republic of Moldova;p06;Veneer production;c17;Wood chips and particles;
147;Namibia;p06;Veneer production;c17;Wood chips and particles;
149;Nepal;p06;Veneer production;c17;Wood chips and particles;
150;Netherlands;p06;Veneer production;c17;Wood chips and particles;45
151;Netherlands Antilles;p06;Veneer production;c17;Wood chips and particles;
153;New Caledonia;p06;Veneer production;c17;Wood chips and particles;
154;North Macedonia;p06;Veneer production;c17;Wood chips and particles;
155;Vanuatu;p06;Veneer production;c17;Wood chips and particles;
156;New Zealand;p06;Veneer production;c17;Wood chips and particles;
157;Nicaragua;p06;Veneer production;c17;Wood chips and particles;
158;Niger;p06;Veneer production;c17;Wood chips and particles;
159;Nigeria;p06;Veneer production;c17;Wood chips and particles;
160;Niue;p06;Veneer production;c17;Wood chips and particles;
161;Norfolk Island;p06;Veneer production;c17;Wood chips and particles;
162;Norway;p06;Veneer production;c17;Wood chips and particles;
165;Pakistan;p06;Veneer production;c17;Wood chips and particles;
166;Panama;p06;Veneer production;c17;Wood chips and particles;
167;Czechia;p06;Veneer production;c17;Wood chips and particles;
168;Papua New Guinea;p06;Veneer production;c17;Wood chips and particles;
169;Paraguay;p06;Veneer production;c17;Wood chips and particles;
170;Peru;p06;Veneer production;c17;Wood chips and particles;
171;Philippines;p06;Veneer production;c17;Wood chips and particles;
173;Poland;p06;Veneer production;c17;Wood chips and particles;41
174;Portugal;p06;Veneer production;c17;Wood chips and particles;
175;Guinea-Bissau;p06;Veneer production;c17;Wood chips and particles;
176;Timor-Leste;p06;Veneer production;c17;Wood chips and particles;
178;Eritrea;p06;Veneer production;c17;Wood chips and particles;
179;Qatar;p06;Veneer production;c17;Wood chips and particles;
181;Zimbabwe;p06;Veneer production;c17;Wood chips and particles;
182;Reunion;p06;Veneer production;c17;Wood chips and particles;
183;Romania;p06;Veneer production;c17;Wood chips and particles;
184;Rwanda;p06;Veneer production;c17;Wood chips and particles;
185;Russian Federation;p06;Veneer production;c17;Wood chips and particles;38
186;Serbia and Montenegro;p06;Veneer production;c17;Wood chips and particles;
189;Saint Lucia;p06;Veneer production;c17;Wood chips and particles;
190;Saint Pierre and Miquelon;p06;Veneer production;c17;Wood chips and particles;
191;Saint Vincent and the Grenadines;p06;Veneer production;c17;Wood chips and particles;
193;Sao Tome and Principe;p06;Veneer production;c17;Wood chips and particles;
194;Saudi Arabia;p06;Veneer production;c17;Wood chips and particles;
195;Senegal;p06;Veneer production;c17;Wood chips and particles;
196;Seychelles;p06;Veneer production;c17;Wood chips and particles;
197;Sierra Leone;p06;Veneer production;c17;Wood chips and particles;
198;Slovenia;p06;Veneer production;c17;Wood chips and particles;50
199;Slovakia;p06;Veneer production;c17;Wood chips and particles;
200;Singapore;p06;Veneer production;c17;Wood chips and particles;
201;Somalia;p06;Veneer production;c17;Wood chips and particles;
202;South Africa;p06;Veneer production;c17;Wood chips and particles;42
203;Spain;p06;Veneer production;c17;Wood chips and particles;
207;Suriname;p06;Veneer production;c17;Wood chips and particles;
208;Tajikistan;p06;Veneer production;c17;Wood chips and particles;
209;Eswatini;p06;Veneer production;c17;Wood chips and particles;
210;Sweden;p06;Veneer production;c17;Wood chips and particles;
211;Switzerland;p06;Veneer production;c17;Wood chips and particles;
212;Syrian Arab Republic;p06;Veneer production;c17;Wood chips and particles;
213;Turkmenistan;p06;Veneer production;c17;Wood chips and particles;
214;China, Taiwan Province of;p06;Veneer production;c17;Wood chips and particles;
215;United Republic of Tanzania;p06;Veneer production;c17;Wood chips and particles;
216;Thailand;p06;Veneer production;c17;Wood chips and particles;
217;Togo;p06;Veneer production;c17;Wood chips and particles;
219;Tonga;p06;Veneer production;c17;Wood chips and particles;
220;Trinidad and Tobago;p06;Veneer production;c17;Wood chips and particles;
221;Oman;p06;Veneer production;c17;Wood chips and particles;
222;Tunisia;p06;Veneer production;c17;Wood chips and particles;
223;Turkey;p06;Veneer production;c17;Wood chips and particles;
224;Turks and Caicos Islands;p06;Veneer production;c17;Wood chips and particles;
225;United Arab Emirates;p06;Veneer production;c17;Wood chips and particles;
226;Uganda;p06;Veneer production;c17;Wood chips and particles;
229;United Kingdom;p06;Veneer production;c17;Wood chips and particles;
230;Ukraine;p06;Veneer production;c17;Wood chips and particles;
231;United States of America;p06;Veneer production;c17;Wood chips and particles;42,65
233;Burkina Faso;p06;Veneer production;c17;Wood chips and particles;
234;Uruguay;p06;Veneer production;c17;Wood chips and particles;
235;Uzbekistan;p06;Veneer production;c17;Wood chips and particles;
236;Venezuela (Bolivarian Republic of);p06;Veneer production;c17;Wood chips and particles;
237;Viet Nam;p06;Veneer production;c17;Wood chips and particles;
238;Ethiopia;p06;Veneer production;c17;Wood chips and particles;
239;British Virgin Islands;p06;Veneer production;c17;Wood chips and particles;
244;Samoa;p06;Veneer production;c17;Wood chips and particles;
249;Yemen;p06;Veneer production;c17;Wood chips and particles;
250;Democratic Republic of the Congo;p06;Veneer production;c17;Wood chips and particles;
251;Zambia;p06;Veneer production;c17;Wood chips and particles;
255;Belgium;p06;Veneer production;c17;Wood chips and particles;
256;Luxembourg;p06;Veneer production;c17;Wood chips and particles;
270;Mayotte;p06;Veneer production;c17;Wood chips and particles;
272;Serbia;p06;Veneer production;c17;Wood chips and particles;
273;Montenegro;p06;Veneer production;c17;Wood chips and particles;
276;Sudan;p06;Veneer production;c17;Wood chips and particles;
277;South Sudan;p06;Veneer production;c17;Wood chips and particles;
5;American Samoa;p06;Veneer production;c17;Wood chips and particles;
8;Antigua and Barbuda;p06;Veneer production;c17;Wood chips and particles;
17;Bermuda;p06;Veneer production;c17;Wood chips and particles;
24;British Indian Ocean Territory;p06;Veneer production;c17;Wood chips and particles;
36;Cayman Islands;p06;Veneer production;c17;Wood chips and particles;
43;Cocos (Keeling) Islands;p06;Veneer production;c17;Wood chips and particles;
71;French Southern and Antarctic Territories;p06;Veneer production;c17;Wood chips and particles;
85;Greenland;p06;Veneer production;c17;Wood chips and particles;
86;Grenada;p06;Veneer production;c17;Wood chips and particles;
88;Guam;p06;Veneer production;c17;Wood chips and particles;
94;Holy See;p06;Veneer production;c17;Wood chips and particles;
127;Marshall Islands;p06;Veneer production;c17;Wood chips and particles;
142;Montserrat;p06;Veneer production;c17;Wood chips and particles;
148;Nauru;p06;Veneer production;c17;Wood chips and particles;
163;Northern Mariana Islands;p06;Veneer production;c17;Wood chips and particles;
164;Pacific Islands Trust Territory;p06;Veneer production;c17;Wood chips and particles;
172;Pitcairn Islands;p06;Veneer production;c17;Wood chips and particles;
180;Palau;p06;Veneer production;c17;Wood chips and particles;
187;Saint Helena, Ascension and Tristan da Cunha;p06;Veneer production;c17;Wood chips and particles;
188;Saint Kitts and Nevis;p06;Veneer production;c17;Wood chips and particles;
192;San Marino;p06;Veneer production;c17;Wood chips and particles;
205;Western Sahara;p06;Veneer production;c17;Wood chips and particles;
218;Tokelau;p06;Veneer production;c17;Wood chips and particles;
227;Tuvalu;p06;Veneer production;c17;Wood chips and particles;
228;USSR;p06;Veneer production;c17;Wood chips and particles;
242;Wake Island;p06;Veneer production;c17;Wood chips and particles;
243;Wallis and Futuna Islands;p06;Veneer production;c17;Wood chips and particles;
248;Yugoslav SFR;p06;Veneer production;c17;Wood chips and particles;
258;Anguilla;p06;Veneer production;c17;Wood chips and particles;
279;Curaçao;p06;Veneer production;c17;Wood chips and particles;
281;Saint-Martin (French Part);p06;Veneer production;c17;Wood chips and particles;
299;Palestine;p06;Veneer production;c17;Wood chips and particles;
252;Unspecified Area;p06;Veneer production;c17;Wood chips and particles;
254;Others (adjustment);p06;Veneer production;c17;Wood chips and particles;
;ASI;p06;Veneer production;c17;Wood chips and particles;34
;EUR;p06;Veneer production;c17;Wood chips and particles;44,58333333
;AFR;p06;Veneer production;c17;Wood chips and particles;42
;LAM;p06;Veneer production;c17;Wood chips and particles;38
;OCE;p06;Veneer production;c17;Wood chips and particles;
;NAM;p06;Veneer production;c17;Wood chips and particles;40
1;Armenia;p07;Plywood production;c17;Wood chips and particles;
2;Afghanistan;p07;Plywood production;c17;Wood chips and particles;
3;Albania;p07;Plywood production;c17;Wood chips and particles;
4;Algeria;p07;Plywood production;c17;Wood chips and particles;
6;Andorra;p07;Plywood production;c17;Wood chips and particles;
7;Angola;p07;Plywood production;c17;Wood chips and particles;
9;Argentina;p07;Plywood production;c17;Wood chips and particles;
10;Australia;p07;Plywood production;c17;Wood chips and particles;
11;Austria;p07;Plywood production;c17;Wood chips and particles;
12;Bahamas;p07;Plywood production;c17;Wood chips and particles;
13;Bahrain;p07;Plywood production;c17;Wood chips and particles;
14;Barbados;p07;Plywood production;c17;Wood chips and particles;
15;Belgium-Luxembourg;p07;Plywood production;c17;Wood chips and particles;
16;Bangladesh;p07;Plywood production;c17;Wood chips and particles;
18;Bhutan;p07;Plywood production;c17;Wood chips and particles;
19;Bolivia (Plurinational State of);p07;Plywood production;c17;Wood chips and particles;
20;Botswana;p07;Plywood production;c17;Wood chips and particles;
21;Brazil;p07;Plywood production;c17;Wood chips and particles;
22;Aruba;p07;Plywood production;c17;Wood chips and particles;
23;Belize;p07;Plywood production;c17;Wood chips and particles;
25;Solomon Islands;p07;Plywood production;c17;Wood chips and particles;
26;Brunei Darussalam;p07;Plywood production;c17;Wood chips and particles;
27;Bulgaria;p07;Plywood production;c17;Wood chips and particles;
28;Myanmar;p07;Plywood production;c17;Wood chips and particles;
29;Burundi;p07;Plywood production;c17;Wood chips and particles;
32;Cameroon;p07;Plywood production;c17;Wood chips and particles;
33;Canada;p07;Plywood production;c17;Wood chips and particles;37
35;Cabo Verde;p07;Plywood production;c17;Wood chips and particles;
37;Central African Republic;p07;Plywood production;c17;Wood chips and particles;
38;Sri Lanka;p07;Plywood production;c17;Wood chips and particles;
39;Chad;p07;Plywood production;c17;Wood chips and particles;
40;Chile;p07;Plywood production;c17;Wood chips and particles;
41;China, mainland;p07;Plywood production;c17;Wood chips and particles;30
42;Christmas Island;p07;Plywood production;c17;Wood chips and particles;
44;Colombia;p07;Plywood production;c17;Wood chips and particles;
45;Comoros;p07;Plywood production;c17;Wood chips and particles;
46;Congo;p07;Plywood production;c17;Wood chips and particles;
47;Cook Islands;p07;Plywood production;c17;Wood chips and particles;
48;Costa Rica;p07;Plywood production;c17;Wood chips and particles;
49;Cuba;p07;Plywood production;c17;Wood chips and particles;
50;Cyprus;p07;Plywood production;c17;Wood chips and particles;
51;Czechoslovakia;p07;Plywood production;c17;Wood chips and particles;
