area_code,area,com_code,item,source_code,source,unit,cf,cf_type,description,literature
120,Lao People's Democratic Republic,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
121,Lebanon,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
122,Lesotho,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
123,Liberia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
124,Libya,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
125,Liechtenstein,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
126,Lithuania,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
127,Marshall Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
128,"China, Macao SAR",c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
129,Madagascar,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
130,Malawi,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
131,Malaysia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
132,Maldives,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
133,Mali,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
134,Malta,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
135,Martinique,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
136,Mauritania,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
137,Mauritius,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
138,Mexico,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
141,Mongolia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
142,Montserrat,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
143,Morocco,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
144,Mozambique,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
145,Micronesia (Federated States of),c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
146,Republic of Moldova,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
147,Namibia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
148,Nauru,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
149,Nepal,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
150,Netherlands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
151,Netherlands Antilles,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
153,New Caledonia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
154,North Macedonia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
155,Vanuatu,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
156,New Zealand,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
157,Nicaragua,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
158,Niger,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
159,Nigeria,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
160,Niue,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
161,Norfolk Island,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
162,Norway,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
163,Northern Mariana Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
164,Pacific Islands Trust Territory,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
165,Pakistan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
166,Panama,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
167,Czechia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
168,Papua New Guinea,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
169,Paraguay,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
170,Peru,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
171,Philippines,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
172,Pitcairn Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
173,Poland,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
174,Portugal,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
175,Guinea-Bissau,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
176,Timor-Leste,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
178,Eritrea,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
179,Qatar,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
180,Palau,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
181,Zimbabwe,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
182,Reunion,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
183,Romania,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
184,Rwanda,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
185,Russian Federation,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
186,Serbia and Montenegro,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
187,"Saint Helena, Ascension and Tristan da Cunha",c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
188,Saint Kitts and Nevis,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
189,Saint Lucia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
190,Saint Pierre and Miquelon,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
191,Saint Vincent and the Grenadines,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
192,San Marino,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
193,Sao Tome and Principe,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
194,Saudi Arabia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
195,Senegal,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
196,Seychelles,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
197,Sierra Leone,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
198,Slovenia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
199,Slovakia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
200,Singapore,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
201,Somalia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
202,South Africa,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
203,Spain,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
205,Western Sahara,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
207,Suriname,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
208,Tajikistan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
209,Eswatini,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
210,Sweden,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
211,Switzerland,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
212,Syrian Arab Republic,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
213,Turkmenistan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
214,"China, Taiwan Province of",c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
215,United Republic of Tanzania,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
216,Thailand,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
217,Togo,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
218,Tokelau,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
219,Tonga,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
220,Trinidad and Tobago,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
221,Oman,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
222,Tunisia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
223,Turkey,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
224,Turks and Caicos Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
225,United Arab Emirates,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
226,Uganda,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
227,Tuvalu,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
228,USSR,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
229,United Kingdom,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
230,Ukraine,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
231,United States of America,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
233,Burkina Faso,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
234,Uruguay,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
235,Uzbekistan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
236,Venezuela (Bolivarian Republic of),c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
237,Viet Nam,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
238,Ethiopia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
239,British Virgin Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
242,Wake Island,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
243,Wallis and Futuna Islands,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
244,Samoa,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
248,Yugoslav SFR,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
249,Yemen,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
250,Democratic Republic of the Congo,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
251,Zambia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
252,Unspecified Area,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
254,Others (adjustment),c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
255,Belgium,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
256,Luxembourg,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
258,Anguilla,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
270,Mayotte,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
272,Serbia,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
273,Montenegro,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
276,Sudan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
277,South Sudan,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
279,Curaçao,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
281,Saint-Martin (French Part),c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
299,Palestine,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
999,RoW,c11b,Mechanical and semi-chemical wood pulp,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
1,Armenia,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
2,Afghanistan,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
3,Albania,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
4,Algeria,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
5,American Samoa,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
6,Andorra,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
7,Angola,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
8,Antigua and Barbuda,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
9,Argentina,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
10,Australia,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
11,Austria,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
12,Bahamas,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
13,Bahrain,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
14,Barbados,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
15,Belgium-Luxembourg,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
16,Bangladesh,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
17,Bermuda,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
18,Bhutan,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
19,Bolivia (Plurinational State of),c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
20,Botswana,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
21,Brazil,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
22,Aruba,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
23,Belize,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
24,British Indian Ocean Territory,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
25,Solomon Islands,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
26,Brunei Darussalam,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
27,Bulgaria,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
28,Myanmar,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
29,Burundi,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
32,Cameroon,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
33,Canada,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
35,Cabo Verde,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
36,Cayman Islands,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
37,Central African Republic,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
38,Sri Lanka,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
39,Chad,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
40,Chile,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
41,"China, mainland",c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
42,Christmas Island,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
43,Cocos (Keeling) Islands,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
44,Colombia,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
45,Comoros,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
46,Congo,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
47,Cook Islands,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
48,Costa Rica,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
49,Cuba,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
50,Cyprus,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
51,Czechoslovakia,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
52,Azerbaijan,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
53,Benin,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
54,Denmark,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
55,Dominica,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
56,Dominican Republic,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
57,Belarus,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
58,Ecuador,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
59,Egypt,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
60,El Salvador,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
61,Equatorial Guinea,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
63,Estonia,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
64,Faroe Islands,c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
65,Falkland Islands (Malvinas),c11c,Pulp from fibres other than wood,,,tC/tonne,0.45,cf_density,carbon conversion factor per air dry mass,IPCC (2019)
